"id","code","name","definition"
hc_base.subs_code_3961009,"3961009","Blood group antigen Ritherford","Blood group antigen Ritherford (substance)"
hc_base.subs_code_3976001,"3976001","Blood group antigen HEMPAS","Blood group antigen HEMPAS (substance)"
hc_base.subs_code_3983008,"3983008","N,-N-dimethyltryptamine","N,-N-dimethyltryptamine (substance)"
hc_base.subs_code_4014000,"4014000","Sulfisomidine","Sulfisomidine (substance)"
hc_base.subs_code_4024008,"4024008","Soft metal","Soft metal (substance)"
hc_base.subs_code_4025009,"4025009","Captodiamine","Captodiamine (substance)"
hc_base.subs_code_4043008,"4043008","Etidocaine hydrochloride","Etidocaine hydrochloride (substance)"
hc_base.subs_code_4048004,"4048004","1,1,2,2-Tetrachloro-1,2- difluoroethane","1,1,2,2-Tetrachloro-1,2- difluoroethane (substance)"
hc_base.subs_code_4076007,"4076007","Parathyroid hormone","Parathyroid hormone (substance)"
hc_base.subs_code_4077003,"4077003","Dihydrolipoamide succinyltransferase","Dihydrolipoamide succinyltransferase (substance)"
hc_base.subs_code_4091009,"4091009","Enteropeptidase","Enteropeptidase (substance)"
hc_base.subs_code_4115002,"4115002","Blood group antibody Norlander","Blood group antibody Norlander (substance)"
hc_base.subs_code_4137009,"4137009","sec-Butyl acetate","sec-Butyl acetate (substance)"
hc_base.subs_code_4167003,"4167003","Lymphocyte antigen CD31","Lymphocyte antigen CD31 (substance)"
hc_base.subs_code_4169000,"4169000","Blood group antibody Le^bH^","Blood group antibody Le^bH^ (substance)"
hc_base.subs_code_4182008,"4182008","CDPdiacylglycerol-serine O-phosphatidyl-transferase","CDPdiacylglycerol-serine O-phosphatidyl-transferase (substance)"
hc_base.subs_code_4200007,"4200007","Neriifolin","Neriifolin (substance)"
hc_base.subs_code_4203009,"4203009","Imipramine pamoate","Imipramine pamoate (substance)"
hc_base.subs_code_4217000,"4217000","Fluorosilicate salt","Fluorosilicate salt (substance)"
hc_base.subs_code_4218005,"4218005","Immunoglobulin, GM>23< allotype","Immunoglobulin, GM>23< allotype (substance)"
hc_base.subs_code_4231000,"4231000","Gallium isotope","Gallium isotope (substance)"
hc_base.subs_code_4255005,"4255005","^241^Americium","^241^Americium (substance)"
hc_base.subs_code_4289006,"4289006","Keyhole-limpet hemocyanin","Keyhole-limpet hemocyanin (substance)"
hc_base.subs_code_4290002,"4290002","Linamarin synthase","Linamarin synthase (substance)"
hc_base.subs_code_4314009,"4314009","Blood group antibody Allchurch","Blood group antibody Allchurch (substance)"
hc_base.subs_code_4334005,"4334005","Tar oil","Tar oil (substance)"
hc_base.subs_code_4342006,"4342006","2-Aminopyridine","2-Aminopyridine (substance)"
hc_base.subs_code_4353000,"4353000","Dibutyl phthalate","Dibutyl phthalate (substance)"
hc_base.subs_code_4355007,"4355007","Coagulation factor IX San Dimas variant","Coagulation factor IX San Dimas variant (substance)"
hc_base.subs_code_4370008,"4370008","Acetone","Acetone (substance)"
hc_base.subs_code_4393002,"4393002","Blood group antigen Fedor","Blood group antigen Fedor (substance)"
hc_base.subs_code_4401009,"4401009","Blood group antibody H>T<","Blood group antibody H>T< (substance)"
hc_base.subs_code_4413004,"4413004","Benzypyrinium","Benzypyrinium (substance)"
hc_base.subs_code_4425001,"4425001","Blood group antibody Binge","Blood group antibody Binge (substance)"
hc_base.subs_code_4435007,"4435007","Sulfuryl fluoride","Sulfuryl fluoride (substance)"
hc_base.subs_code_4437004,"4437004","^127^Cesium","^127^Cesium (substance)"
hc_base.subs_code_4471008,"4471008","^244^Californium","^244^Californium (substance)"
hc_base.subs_code_4480008,"4480008","Sulfaethidole","Sulfaethidole (substance)"
hc_base.subs_code_4509009,"4509009","Plant phenanthrene toxin","Plant phenanthrene toxin (substance)"
hc_base.subs_code_4518006,"4518006","Buthenal","Buthenal (substance)"
hc_base.subs_code_4534009,"4534009","^208^Bismuth","^208^Bismuth (substance)"
hc_base.subs_code_4540002,"4540002","ADP deaminase","ADP deaminase (substance)"
hc_base.subs_code_4546008,"4546008","Aliphatic carboxylic acid, C14:0","Aliphatic carboxylic acid, C14:0 (substance)"
hc_base.subs_code_4555006,"4555006","Blood group antibody Rils","Blood group antibody Rils (substance)"
hc_base.subs_code_4564001,"4564001","Blood group antibody Sisson","Blood group antibody Sisson (substance)"
hc_base.subs_code_4567008,"4567008","Galactose-1-phosphate thymidylyltransferase","Galactose-1-phosphate thymidylyltransferase (substance)"
hc_base.subs_code_4582003,"4582003","Blood group antigen N^A^","Blood group antigen N^A^ (substance)"
hc_base.subs_code_4591004,"4591004","Blood group antigen Kam","Blood group antigen Kam (substance)"
hc_base.subs_code_4616002,"4616002","Triclobisonium chloride","Triclobisonium chloride (substance)"
hc_base.subs_code_4629002,"4629002","Hypoglycin B","Hypoglycin B (substance)"
hc_base.subs_code_4635002,"4635002","Arterial blood","Arterial blood (substance)"
hc_base.subs_code_4656000,"4656000","Alcian blue 8GX","Alcian blue 8GX (substance)"
hc_base.subs_code_4681002,"4681002","Potassium permanganate","Potassium permanganate (substance)"
hc_base.subs_code_4693006,"4693006","Chromium^51^ albumin","Chromium^51^ albumin (substance)"
hc_base.subs_code_4706000,"4706000","Chlorine monoxide","Chlorine monoxide (substance)"
hc_base.subs_code_4714006,"4714006","^183m^Osmium","^183m^Osmium (substance)"
hc_base.subs_code_4728000,"4728000","Scopulariopsis proteinase","Scopulariopsis proteinase (substance)"
hc_base.subs_code_4731004,"4731004","Aluminum pyro powder","Aluminum pyro powder (substance)"
hc_base.subs_code_4761007,"4761007","Lymphocyte antigen CD30","Lymphocyte antigen CD30 (substance)"
hc_base.subs_code_4762000,"4762000","Platelet antigen HPA-3b","Platelet antigen HPA-3b (substance)"
hc_base.subs_code_4777008,"4777008","Fluroxene","Fluroxene (substance)"
hc_base.subs_code_4780009,"4780009","Secobutobarbitone sodium","Secobutobarbitone sodium (substance)"
hc_base.subs_code_4786003,"4786003","beta-1,4-Mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase","beta-1,4-Mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase (substance)"
hc_base.subs_code_4789005,"4789005","Blood group antibody Bultar","Blood group antibody Bultar (substance)"
hc_base.subs_code_4814001,"4814001","Valethamate","Valethamate (substance)"
hc_base.subs_code_4825005,"4825005","Peptidyl-glycinamidase","Peptidyl-glycinamidase (substance)"
hc_base.subs_code_4832001,"4832001","Technetium Tc^99m^ mebrofenin","Technetium Tc^99m^ mebrofenin (substance)"
hc_base.subs_code_4844003,"4844003","3,3' Diiodothyronine","3,3' Diiodothyronine (substance)"
hc_base.subs_code_4864008,"4864008","Adenylic acid","Adenylic acid (substance)"
hc_base.subs_code_4872005,"4872005","Glucosulfone","Glucosulfone (substance)"
hc_base.subs_code_4878009,"4878009","HLA-Dw3 antigen","HLA-Dw3 antigen (substance)"
hc_base.subs_code_4882006,"4882006","Ichthyoallyeinotoxin","Ichthyoallyeinotoxin (substance)"
hc_base.subs_code_4889002,"4889002","Xylulokinase","Xylulokinase (substance)"
hc_base.subs_code_4933007,"4933007","Lymphocyte antigen CD15","Lymphocyte antigen CD15 (substance)"
hc_base.subs_code_4940008,"4940008","Tattoo dye","Tattoo dye (substance)"
hc_base.subs_code_4955004,"4955004","Neoplastic structural gene","Neoplastic structural gene (substance)"
hc_base.subs_code_4962008,"4962008","Tree bark","Tree bark (substance)"
hc_base.subs_code_4963003,"4963003","Neutral amino acid","Neutral amino acid (substance)"
hc_base.subs_code_4986005,"4986005","Magnesium borate","Magnesium borate (substance)"
hc_base.subs_code_5004004,"5004004","Blood group antibody Panzar","Blood group antibody Panzar (substance)"
hc_base.subs_code_5007006,"5007006","Papain","Papain (substance)"
hc_base.subs_code_5024000,"5024000","Fresh water","Fresh water (substance)"
hc_base.subs_code_5031001,"5031001","3-3'Dichlorobenzidine","3-3'Dichlorobenzidine (substance)"
hc_base.subs_code_5040002,"5040002","Cesium","Cesium (substance)"
hc_base.subs_code_5043000,"5043000","Erythrosin Y","Erythrosin Y (substance)"
hc_base.subs_code_5045007,"5045007","Oncogene protein TCL4","Oncogene protein TCL4 (substance)"
hc_base.subs_code_5059000,"5059000","^97^Technetium","^97^Technetium (substance)"
hc_base.subs_code_5060005,"5060005","^132^Cesium","^132^Cesium (substance)"
hc_base.subs_code_5064001,"5064001","Blood group antibody D 1276","Blood group antibody D 1276 (substance)"
hc_base.subs_code_5081005,"5081005","Blood group antigen hr^B^","Blood group antigen hr^B^ (substance)"
hc_base.subs_code_5094007,"5094007","Blood group antigen Rios","Blood group antigen Rios (substance)"
hc_base.subs_code_5098005,"5098005","Fennel oil","Fennel oil (substance)"
hc_base.subs_code_5109006,"5109006","Methylated-DNA-protein-cysteine methyltransferase","Methylated-DNA-protein-cysteine methyltransferase (substance)"
hc_base.subs_code_5142007,"5142007","Coagulation factor II Houston variant","Coagulation factor II Houston variant (substance)"
hc_base.subs_code_5160007,"5160007","Metallic compound","Metallic compound (substance)"
hc_base.subs_code_5163009,"5163009","Scombrotoxin","Scombrotoxin (substance)"
hc_base.subs_code_5167005,"5167005","Zinc chloride fumes","Zinc chloride fumes (substance)"
hc_base.subs_code_5172001,"5172001","Coagulation factor Xa","Coagulation factor Xa (substance)"
hc_base.subs_code_5179005,"5179005","Connective tissue fiber","Connective tissue fiber (substance)"
hc_base.subs_code_5206007,"5206007","Cyanate compound","Cyanate compound (substance)"
hc_base.subs_code_5220000,"5220000","Bacitracin","Bacitracin (substance)"
hc_base.subs_code_5226006,"5226006","Flavone O^7^-beta-glucosyltransferase","Flavone O^7^-beta-glucosyltransferase (substance)"
hc_base.subs_code_5250008,"5250008","Thymus-independent antigen","Thymus-independent antigen (substance)"
hc_base.subs_code_5252000,"5252000","Hafnium radioisotope","Hafnium radioisotope (substance)"
hc_base.subs_code_5259009,"5259009","Blood group antigen Braden","Blood group antigen Braden (substance)"
hc_base.subs_code_5289002,"5289002","Scilliroside","Scilliroside (substance)"
hc_base.subs_code_5305009,"5305009","Polynucleotide","Polynucleotide (substance)"
hc_base.subs_code_5307001,"5307001","Blood group antigen Hamet","Blood group antigen Hamet (substance)"
hc_base.subs_code_5312000,"5312000","^65^Zinc","^65^Zinc (substance)"
hc_base.subs_code_5323001,"5323001","Uridine diphosphate glucuronic acid","Uridine diphosphate glucuronic acid (substance)"
hc_base.subs_code_5340005,"5340005","Blood group antigen Swietlik","Blood group antigen Swietlik (substance)"
hc_base.subs_code_5392001,"5392001","Propylene glycol monomethyl ether","Propylene glycol monomethyl ether (substance)"
hc_base.subs_code_5404007,"5404007","Lymphocyte antigen CD45RA","Lymphocyte antigen CD45RA (substance)"
hc_base.subs_code_5405008,"5405008","^60^Cobalt","^60^Cobalt (substance)"
hc_base.subs_code_5420002,"5420002","Accessory sinus mucus","Accessory sinus mucus (substance)"
hc_base.subs_code_5439007,"5439007","Blood group antibody Do^a^","Blood group antibody Do^a^ (substance)"
hc_base.subs_code_5442001,"5442001","Page blue 83","Page blue 83 (substance)"
hc_base.subs_code_5453007,"5453007","Iridium isotope","Iridium isotope (substance)"
hc_base.subs_code_5477001,"5477001","Ferric subsulfate","Ferric subsulfate (substance)"
hc_base.subs_code_5483003,"5483003","Oxalate CoA-transferase","Oxalate CoA-transferase (substance)"
hc_base.subs_code_5504009,"5504009","Blood group antigen Fuerhart","Blood group antigen Fuerhart (substance)"
hc_base.subs_code_5513006,"5513006","Immunoglobulin, Alpha chain","Immunoglobulin, Alpha chain (substance)"
hc_base.subs_code_5515004,"5515004","Rhodium fumes","Rhodium fumes (substance)"
hc_base.subs_code_5533005,"5533005","Blood group antibody Kp^a^","Blood group antibody Kp^a^ (substance)"
hc_base.subs_code_5537006,"5537006","Immunoglobulin, Delta chain","Immunoglobulin, Delta chain (substance)"
hc_base.subs_code_5540006,"5540006","Calcium","Calcium (substance)"
hc_base.subs_code_5547009,"5547009","^233^Plutonium","^233^Plutonium (substance)"
hc_base.subs_code_5573004,"5573004","Blood group antigen Oca","Blood group antigen Oca (substance)"
hc_base.subs_code_5589001,"5589001","Licodione O^2'^-methyltransferase","Licodione O^2'^-methyltransferase (substance)"
hc_base.subs_code_5590005,"5590005","Beryllium radioisotope","Beryllium radioisotope (substance)"
hc_base.subs_code_5629006,"5629006","Cytidylic acid","Cytidylic acid (substance)"
hc_base.subs_code_5637003,"5637003","HLA-DQw6 antigen","HLA-DQw6 antigen (substance)"
hc_base.subs_code_5641004,"5641004","Valproate semisodium","Valproate semisodium (substance)"
hc_base.subs_code_5647000,"5647000","Griseofulvin ultramicrosize","Griseofulvin ultramicrosize (substance)"
hc_base.subs_code_5656008,"5656008","^116m^Antimony","^116m^Antimony (substance)"
hc_base.subs_code_5657004,"5657004","Coal tar topical solution","Coal tar topical solution (substance)"
hc_base.subs_code_5670008,"5670008","Gold isotope","Gold isotope (substance)"
hc_base.subs_code_5681006,"5681006","Ceftizoxime sodium","Ceftizoxime sodium (substance)"
hc_base.subs_code_5691000,"5691000","Absorbable gelatin sponge","Absorbable gelatin sponge (substance)"
hc_base.subs_code_5692007,"5692007","Cyanocobalamin Co^58^","Cyanocobalamin Co^58^ (substance)"
hc_base.subs_code_5699003,"5699003","Somatomedin C","Somatomedin C (substance)"
hc_base.subs_code_5700002,"5700002","Blood group antibody Gomez","Blood group antibody Gomez (substance)"
hc_base.subs_code_5702005,"5702005","^106m^Silver","^106m^Silver (substance)"
hc_base.subs_code_5704006,"5704006","Galactokinase","Galactokinase (substance)"
hc_base.subs_code_5739006,"5739006","Stramonium","Stramonium (substance)"
hc_base.subs_code_5746002,"5746002","^118m^Antimony","^118m^Antimony (substance)"
hc_base.subs_code_5757007,"5757007","HLA-Cw8 antigen","HLA-Cw8 antigen (substance)"
hc_base.subs_code_5762008,"5762008","Heterogeneous nuclear RNA","Heterogeneous nuclear RNA (substance)"
hc_base.subs_code_5764009,"5764009","^242^Plutonium","^242^Plutonium (substance)"
hc_base.subs_code_5767002,"5767002","Sulfamerazine","Sulfamerazine (substance)"
hc_base.subs_code_5774007,"5774007","White petrolatum","White petrolatum (substance)"
hc_base.subs_code_5800007,"5800007","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (substance)"
hc_base.subs_code_5826002,"5826002","Ethyl-4-bis-(hydroxypropyl)-1-aminobenzoate","Ethyl-4-bis-(hydroxypropyl)-1-aminobenzoate (substance)"
hc_base.subs_code_5827006,"5827006","Crotonaldehyde","Crotonaldehyde (substance)"
hc_base.subs_code_5840001,"5840001","Blood group antibody Wj","Blood group antibody Wj (substance)"
hc_base.subs_code_5858007,"5858007","^110m^Indium","^110m^Indium (substance)"
hc_base.subs_code_5863006,"5863006","Vitexin beta-glucosyltransferase","Vitexin beta-glucosyltransferase (substance)"
hc_base.subs_code_5896008,"5896008","Hellebrin","Hellebrin (substance)"
hc_base.subs_code_5899001,"5899001","Bacterial structural gene","Bacterial structural gene (substance)"
hc_base.subs_code_5907009,"5907009","Quinidine polygalacturonate","Quinidine polygalacturonate (substance)"
hc_base.subs_code_5915007,"5915007","Blood group antigen Gladding","Blood group antigen Gladding (substance)"
hc_base.subs_code_5931004,"5931004","Technetium Tc^99m^ sulfur colloid","Technetium Tc^99m^ sulfur colloid (substance)"
hc_base.subs_code_5932006,"5932006","Cysteine","Cysteine (substance)"
hc_base.subs_code_5955009,"5955009","Diethylene glycol","Diethylene glycol (substance)"
hc_base.subs_code_5977008,"5977008","Blood group antigen Bullock","Blood group antigen Bullock (substance)"
hc_base.subs_code_5989005,"5989005","Immunoglobulin, GM>17< allotype","Immunoglobulin, GM>17< allotype (substance)"
hc_base.subs_code_6021003,"6021003","^88^Yttrium","^88^Yttrium (substance)"
hc_base.subs_code_6038004,"6038004","Oxygen radioisotope","Oxygen radioisotope (substance)"
hc_base.subs_code_6043006,"6043006","Bone cement","Bone cement (substance)"
hc_base.subs_code_6044000,"6044000","Carbon disulfide","Carbon disulfide (substance)"
hc_base.subs_code_6054001,"6054001","Doxylamine succinate","Doxylamine succinate (substance)"
hc_base.subs_code_6056004,"6056004","Blood group antibody Wk^a^","Blood group antibody Wk^a^ (substance)"
hc_base.subs_code_6068008,"6068008","Blood group antigen Mil","Blood group antigen Mil (substance)"
hc_base.subs_code_6083003,"6083003","Hydroxylysine","Hydroxylysine (substance)"
